model,approach,setting,project,k_label,true_bug,pred_bug,overpred_bug,true_feature,pred_feature,overpred_feature,true_question,pred_question,overpred_question,n_invalid,predictions_path
Qwen-14B,ragtag,project_specific,flutter_flutter,k9,100,104,1.04,100,110,1.1,100,51,0.51,35,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,flutter_flutter,k1,100,132,1.32,100,119,1.19,100,49,0.49,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,flutter_flutter,k3,100,130,1.3,100,122,1.22,100,48,0.48,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,flutter_flutter,k6,100,122,1.22,100,110,1.1,100,57,0.57,11,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,flutter_flutter,k9,100,106,1.06,100,109,1.09,100,60,0.6,25,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,flutter_flutter,finetune_fixed,100,114,1.14,100,121,1.21,100,65,0.65,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,flutter_flutter,k1,100,126,1.26,100,114,1.14,100,60,0.6,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,flutter_flutter,k3,100,126,1.26,100,109,1.09,100,65,0.65,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,flutter_flutter,k6,100,100,1.0,100,104,1.04,100,67,0.67,29,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,flutter_flutter,k9,100,95,0.95,100,100,1.0,100,70,0.7,35,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,flutter_flutter,k1,100,124,1.24,100,114,1.14,100,62,0.62,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,flutter_flutter,k3,100,119,1.19,100,114,1.14,100,67,0.67,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,flutter_flutter,k6,100,113,1.13,100,106,1.06,100,70,0.7,11,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,flutter_flutter,k9,100,100,1.0,100,102,1.02,100,73,0.73,25,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,flutter_flutter,zero_shot,100,128,1.28,100,120,1.2,100,52,0.52,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,flutter_flutter,finetune_fixed,100,126,1.26,100,116,1.16,100,56,0.56,2,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,flutter_flutter,k1,100,116,1.16,100,118,1.18,100,66,0.66,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,flutter_flutter,k3,100,133,1.33,100,111,1.11,100,56,0.56,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,flutter_flutter,k6,100,105,1.05,100,112,1.12,100,54,0.54,29,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,flutter_flutter,k9,100,98,0.98,100,117,1.17,100,50,0.5,35,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,flutter_flutter,k1,100,123,1.23,100,104,1.04,100,73,0.73,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,flutter_flutter,k3,100,96,0.96,100,113,1.13,100,91,0.91,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,flutter_flutter,k6,100,74,0.74,100,114,1.14,100,101,1.01,11,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,flutter_flutter,k9,100,67,0.67,100,118,1.18,100,90,0.9,25,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,flutter_flutter,finetune_fixed,100,70,0.7,100,151,1.51,100,79,0.79,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,flutter_flutter,k1,100,135,1.35,100,115,1.15,100,50,0.5,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,flutter_flutter,k3,100,144,1.44,100,113,1.13,100,43,0.43,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,flutter_flutter,k6,100,103,1.03,100,113,1.13,100,55,0.55,29,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,flutter_flutter,k9,100,102,1.02,100,116,1.16,100,47,0.47,35,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,flutter_flutter,k1,100,137,1.37,100,113,1.13,100,50,0.5,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,flutter_flutter,k3,100,137,1.37,100,111,1.11,100,52,0.52,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,flutter_flutter,k6,100,113,1.13,100,116,1.16,100,60,0.6,11,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,flutter_flutter,k9,100,100,1.0,100,119,1.19,100,56,0.56,25,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,flutter_flutter,k1,100,134,1.34,100,92,0.92,100,74,0.74,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k1.csv
,vtag,project_specific,flutter_flutter,k10,100,184,1.84,100,78,0.78,100,38,0.38,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k10.csv
,vtag,project_specific,flutter_flutter,k11,100,184,1.84,100,79,0.79,100,37,0.37,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k11.csv
,vtag,project_specific,flutter_flutter,k12,100,192,1.92,100,70,0.7,100,38,0.38,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k12.csv
,vtag,project_specific,flutter_flutter,k13,100,192,1.92,100,71,0.71,100,37,0.37,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k13.csv
,vtag,project_specific,flutter_flutter,k14,100,194,1.94,100,70,0.7,100,36,0.36,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k14.csv
,vtag,project_specific,flutter_flutter,k15,100,193,1.93,100,70,0.7,100,37,0.37,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k15.csv
,vtag,project_specific,flutter_flutter,k16,100,201,2.01,100,65,0.65,100,34,0.34,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k16.csv
,vtag,project_specific,flutter_flutter,k17,100,204,2.04,100,64,0.64,100,32,0.32,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k17.csv
,vtag,project_specific,flutter_flutter,k18,100,202,2.02,100,66,0.66,100,32,0.32,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k18.csv
,vtag,project_specific,flutter_flutter,k19,100,201,2.01,100,69,0.69,100,30,0.3,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k19.csv
,vtag,project_specific,flutter_flutter,k2,100,134,1.34,100,92,0.92,100,74,0.74,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k2.csv
,vtag,project_specific,flutter_flutter,k20,100,209,2.09,100,62,0.62,100,29,0.29,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k20.csv
,vtag,project_specific,flutter_flutter,k25,100,215,2.15,100,58,0.58,100,27,0.27,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k25.csv
,vtag,project_specific,flutter_flutter,k3,100,152,1.52,100,86,0.86,100,62,0.62,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k3.csv
,vtag,project_specific,flutter_flutter,k30,100,221,2.21,100,59,0.59,100,20,0.2,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k30.csv
,vtag,project_specific,flutter_flutter,k4,100,156,1.56,100,88,0.88,100,56,0.56,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k4.csv
,vtag,project_specific,flutter_flutter,k5,100,165,1.65,100,82,0.82,100,53,0.53,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k5.csv
,vtag,project_specific,flutter_flutter,k6,100,172,1.72,100,80,0.8,100,48,0.48,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k6.csv
,vtag,project_specific,flutter_flutter,k7,100,173,1.73,100,82,0.82,100,45,0.45,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k7.csv
,vtag,project_specific,flutter_flutter,k8,100,173,1.73,100,83,0.83,100,44,0.44,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k8.csv
,vtag,project_specific,flutter_flutter,k9,100,178,1.78,100,79,0.79,100,43,0.43,0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,flutter_flutter,k1,100,134,1.34,100,92,0.92,100,74,0.74,0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,flutter_flutter,k3,100,65,0.65,100,119,1.19,100,116,1.16,0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,flutter_flutter,k6,100,89,0.89,100,110,1.1,100,101,1.01,0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,flutter_flutter,k9,100,119,1.19,100,99,0.99,100,82,0.82,0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/preds_k9.csv
Qwen-14B,ft,project_specific,kubernetes_kubernetes,finetune_fixed,100,123,1.23,100,102,1.02,100,75,0.75,0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,kubernetes_kubernetes,k1,100,130,1.3,100,111,1.11,100,59,0.59,0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,kubernetes_kubernetes,k3,100,120,1.2,100,105,1.05,100,74,0.74,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,kubernetes_kubernetes,k6,100,111,1.11,100,105,1.05,100,68,0.68,16,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-14B,ragtag,project_specific,kubernetes_kubernetes,k9,100,113,1.13,100,96,0.96,100,70,0.7,21,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,kubernetes_kubernetes,k1,100,115,1.15,100,127,1.27,100,58,0.58,0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,kubernetes_kubernetes,k3,100,99,0.99,100,123,1.23,100,77,0.77,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,kubernetes_kubernetes,k6,100,105,1.05,100,105,1.05,100,78,0.78,12,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,kubernetes_kubernetes,k9,100,101,1.01,100,101,1.01,100,81,0.81,17,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,kubernetes_kubernetes,finetune_fixed,100,79,0.79,100,142,1.42,100,79,0.79,0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,kubernetes_kubernetes,k1,100,128,1.28,100,106,1.06,100,65,0.65,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,kubernetes_kubernetes,k3,100,109,1.09,100,105,1.05,100,84,0.84,2,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,kubernetes_kubernetes,k6,100,109,1.09,100,104,1.04,100,72,0.72,15,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,kubernetes_kubernetes,k9,100,108,1.08,100,98,0.98,100,73,0.73,21,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,kubernetes_kubernetes,k1,100,109,1.09,100,124,1.24,100,66,0.66,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,kubernetes_kubernetes,k3,100,91,0.91,100,123,1.23,100,85,0.85,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,kubernetes_kubernetes,k6,100,103,1.03,100,103,1.03,100,83,0.83,11,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,kubernetes_kubernetes,k9,100,100,1.0,100,98,0.98,100,85,0.85,17,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,kubernetes_kubernetes,zero_shot,100,121,1.21,100,128,1.28,100,50,0.5,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,kubernetes_kubernetes,finetune_fixed,100,138,1.38,100,76,0.76,100,58,0.58,28,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,kubernetes_kubernetes,k1,100,88,0.88,100,120,1.2,100,91,0.91,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,kubernetes_kubernetes,k3,100,98,0.98,100,108,1.08,100,93,0.93,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,kubernetes_kubernetes,k6,100,104,1.04,100,100,1.0,100,81,0.81,15,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,kubernetes_kubernetes,k9,100,99,0.99,100,100,1.0,100,80,0.8,21,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,kubernetes_kubernetes,k1,100,89,0.89,100,105,1.05,100,105,1.05,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,kubernetes_kubernetes,k3,100,71,0.71,100,108,1.08,100,120,1.2,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,kubernetes_kubernetes,k6,100,80,0.8,100,106,1.06,100,103,1.03,11,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,kubernetes_kubernetes,k9,100,82,0.82,100,101,1.01,100,100,1.0,17,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,kubernetes_kubernetes,finetune_fixed,100,205,2.05,100,75,0.75,100,20,0.2,0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,kubernetes_kubernetes,k1,100,122,1.22,100,113,1.13,100,64,0.64,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,kubernetes_kubernetes,k3,100,119,1.19,100,106,1.06,100,73,0.73,2,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,kubernetes_kubernetes,k6,100,107,1.07,100,107,1.07,100,70,0.7,16,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,kubernetes_kubernetes,k9,100,101,1.01,100,110,1.1,100,68,0.68,21,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,kubernetes_kubernetes,k1,100,114,1.14,100,123,1.23,100,63,0.63,0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,kubernetes_kubernetes,k3,100,103,1.03,100,119,1.19,100,77,0.77,1,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,kubernetes_kubernetes,k6,100,108,1.08,100,103,1.03,100,77,0.77,12,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,kubernetes_kubernetes,k9,100,88,0.88,100,114,1.14,100,81,0.81,17,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,kubernetes_kubernetes,k1,100,101,1.01,100,106,1.06,100,93,0.93,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k1.csv
,vtag,project_specific,kubernetes_kubernetes,k10,100,73,0.73,100,131,1.31,100,96,0.96,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k10.csv
,vtag,project_specific,kubernetes_kubernetes,k11,100,70,0.7,100,133,1.33,100,97,0.97,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k11.csv
,vtag,project_specific,kubernetes_kubernetes,k12,100,69,0.69,100,136,1.36,100,95,0.95,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k12.csv
,vtag,project_specific,kubernetes_kubernetes,k13,100,69,0.69,100,134,1.34,100,97,0.97,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k13.csv
,vtag,project_specific,kubernetes_kubernetes,k14,100,68,0.68,100,135,1.35,100,97,0.97,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k14.csv
,vtag,project_specific,kubernetes_kubernetes,k15,100,65,0.65,100,136,1.36,100,99,0.99,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k15.csv
,vtag,project_specific,kubernetes_kubernetes,k16,100,63,0.63,100,134,1.34,100,103,1.03,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k16.csv
,vtag,project_specific,kubernetes_kubernetes,k17,100,61,0.61,100,138,1.38,100,101,1.01,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k17.csv
,vtag,project_specific,kubernetes_kubernetes,k18,100,61,0.61,100,137,1.37,100,102,1.02,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k18.csv
,vtag,project_specific,kubernetes_kubernetes,k19,100,59,0.59,100,140,1.4,100,101,1.01,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k19.csv
,vtag,project_specific,kubernetes_kubernetes,k2,100,101,1.01,100,106,1.06,100,93,0.93,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k2.csv
,vtag,project_specific,kubernetes_kubernetes,k20,100,57,0.57,100,140,1.4,100,103,1.03,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k20.csv
,vtag,project_specific,kubernetes_kubernetes,k25,100,51,0.51,100,148,1.48,100,101,1.01,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k25.csv
,vtag,project_specific,kubernetes_kubernetes,k3,100,86,0.86,100,119,1.19,100,95,0.95,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k3.csv
,vtag,project_specific,kubernetes_kubernetes,k30,100,50,0.5,100,146,1.46,100,104,1.04,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k30.csv
,vtag,project_specific,kubernetes_kubernetes,k4,100,91,0.91,100,120,1.2,100,89,0.89,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k4.csv
,vtag,project_specific,kubernetes_kubernetes,k5,100,80,0.8,100,129,1.29,100,91,0.91,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k5.csv
,vtag,project_specific,kubernetes_kubernetes,k6,100,85,0.85,100,120,1.2,100,95,0.95,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k6.csv
,vtag,project_specific,kubernetes_kubernetes,k7,100,82,0.82,100,126,1.26,100,92,0.92,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k7.csv
,vtag,project_specific,kubernetes_kubernetes,k8,100,80,0.8,100,128,1.28,100,92,0.92,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k8.csv
,vtag,project_specific,kubernetes_kubernetes,k9,100,81,0.81,100,129,1.29,100,90,0.9,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,kubernetes_kubernetes,k1,100,101,1.01,100,106,1.06,100,93,0.93,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,kubernetes_kubernetes,k3,100,44,0.44,100,150,1.5,100,106,1.06,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,kubernetes_kubernetes,k6,100,47,0.47,100,145,1.45,100,108,1.08,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,kubernetes_kubernetes,k9,100,60,0.6,100,137,1.37,100,103,1.03,0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/preds_k9.csv
